date,price
2020-05-03 23:21:11.284083,7483.5707650561635
2020-05-10 23:21:11.284083,5209.563449967303
2020-05-17 23:21:11.284083,10036.36288410775
2020-05-24 23:21:11.284083,15302.42565901928
2020-05-31 23:21:11.284083,7394.397951416085
2020-06-07 23:21:11.284083,8257.172786080548
2020-06-14 23:21:11.284083,18167.771176022514
2020-06-21 23:21:11.284083,14930.339300117106
2020-06-28 23:21:11.284083,9541.432100291328
2020-07-05 23:21:11.284083,15368.129935352326
2020-07-12 23:21:11.284083,11072.515876937352
2020-07-19 23:21:11.284083,11760.011504902704
2020-07-26 23:21:11.284083,15959.527701952611
2020-08-02 23:21:11.284083,5803.791347057987
2020-08-09 23:21:11.284083,7323.134647200382
2020-08-16 23:21:11.284083,13668.734639447943
2020-08-23 23:21:11.284083,11901.483302643683
2020-08-30 23:21:11.284083,18973.709972499255
2020-09-06 23:21:11.284083,13249.162242428352
2020-09-13 23:21:11.284083,11063.420297299348
2020-09-20 23:21:11.284083,25736.828495618483
2020-09-27 23:21:11.284083,17510.756808262784
2020-10-04 23:21:11.284083,19155.437396427034
2020-10-11 23:21:11.284083,11819.294543530574
2020-10-18 23:21:11.284083,16293.698800059083
2020-10-25 23:21:11.284083,19590.675783781404
2020-11-01 23:21:11.284083,13250.230418197432
2020-11-08 23:21:11.284083,20802.592195958827
2020-11-15 23:21:11.284083,15790.929996766525
2020-11-22 23:21:11.284083,17158.401596959542
2020-11-29 23:21:11.284083,15385.668042511023
2020-12-06 23:21:11.284083,27389.605390880082
2020-12-13 23:21:11.284083,17753.752401625323
2020-12-20 23:21:11.284083,12187.263726100133
2020-12-27 23:21:11.284083,21207.427198174122
2021-01-03 23:21:11.284083,10576.610692601922
2021-01-10 23:21:11.284083,17281.626308570838
2021-01-17 23:21:11.284083,5969.058200348134
2021-01-24 23:21:11.284083,8633.607824013907
2021-01-31 23:21:11.284083,15746.531543933037
2021-02-07 23:21:11.284083,17926.435824846812
2021-02-14 23:21:11.284083,14550.728074141869
2021-02-21 23:21:11.284083,12567.115130111184
2021-02-28 23:21:11.284083,11086.818032372053
2021-03-07 23:21:11.284083,4646.064356063217
2021-03-14 23:21:11.284083,7889.000027597999
2021-03-21 23:21:11.284083,8641.617085991513
2021-03-28 23:21:11.284083,15697.851909563109
2021-04-04 23:21:11.284083,11612.341496998728
2021-04-11 23:21:11.284083,579.300254259917
2021-04-18 23:21:11.284083,10536.97927177246
2021-04-25 23:21:11.284083,6538.464073191043
2021-05-02 23:21:11.284083,4655.15570353511
2021-05-09 23:21:11.284083,10705.77679981061
2021-05-16 23:21:11.284083,12444.75924183651
2021-05-23 23:21:11.284083,11626.07841720722
2021-05-30 23:21:11.284083,2493.6708099471307
2021-06-06 23:21:11.284083,4906.343413391947
2021-06-13 23:21:11.284083,7916.112068552735
2021-06-20 23:21:11.284083,10991.592525577722
2021-06-27 23:21:11.284083,3620.4424941378093
2021-07-04 23:21:11.284083,5040.276751594582
2021-07-11 23:21:11.284083,440.13850105338133
2021-07-18 23:21:11.284083,45.90847295382446
2021-07-25 23:21:11.284083,10197.21341100331
2021-08-01 23:21:11.284083,13076.291599250091
2021-08-08 23:21:11.284083,6148.482543975193
2021-08-15 23:21:11.284083,11792.36370844483
2021-08-22 23:21:11.284083,8901.280476239197
2021-08-29 23:21:11.284083,4237.371918504778
2021-09-05 23:21:11.284083,9690.249916739143
2021-09-12 23:21:11.284083,16042.881427349725
2021-09-19 23:21:11.284083,8690.55517781092
2021-09-26 23:21:11.284083,17255.633268927417
2021-10-03 23:21:11.284083,-3059.8974879861617
2021-10-10 23:21:11.284083,14796.146336526752
2021-10-17 23:21:11.284083,11808.557844259376
2021-10-24 23:21:11.284083,10601.141653092618
2021-10-31 23:21:11.284083,13311.098230924468
2021-11-07 23:21:11.284083,3700.7424954413354
2021-11-14 23:21:11.284083,13353.454097912156
2021-11-21 23:21:11.284083,17074.15098669326
2021-11-28 23:21:11.284083,23534.870771644986
2021-12-05 23:21:11.284083,14427.283318657719
2021-12-12 23:21:11.284083,13862.118376910166
2021-12-19 23:21:11.284083,16290.700616119404
2021-12-26 23:21:11.284083,24276.525297774628
2022-01-02 23:21:11.284083,22244.583379672174
2022-01-09 23:21:11.284083,18850.77219663954
2022-01-16 23:21:11.284083,24958.24963669082
2022-01-23 23:21:11.284083,23759.42887077743
2022-01-30 23:21:11.284083,28985.43371089584
2022-02-06 23:21:11.284083,21482.473402578584
2022-02-13 23:21:11.284083,24183.73760936474
2022-02-20 23:21:11.284083,24666.125629940783
2022-02-27 23:21:11.284083,20085.67824176743
2022-03-06 23:21:11.284083,29629.217846711184
2022-03-13 23:21:11.284083,30165.006857377368
2022-03-20 23:21:11.284083,29559.317362766575
2022-03-27 23:21:11.284083,28995.09092587322
2022-04-03 23:21:11.284083,23683.268120873017
2022-04-10 23:21:11.284083,29204.59429751234
2022-04-17 23:21:11.284083,30095.57141533062
2022-04-24 23:21:11.284083,28250.970439285564
2022-05-01 23:21:11.284083,31859.551121494886
2022-05-08 23:21:11.284083,35039.0499167928
2022-05-15 23:21:11.284083,42750.78609031403
2022-05-22 23:21:11.284083,34441.37754685214
2022-05-29 23:21:11.284083,35052.0468065873
2022-06-05 23:21:11.284083,33534.92931701506
2022-06-12 23:21:11.284083,24403.388029716014
2022-06-19 23:21:11.284083,33902.42403028644
2022-06-26 23:21:11.284083,34322.2778565571
2022-07-03 23:21:11.284083,46272.84814526225
2022-07-10 23:21:11.284083,32880.9822031237
2022-07-17 23:21:11.284083,35188.834477830846
2022-07-24 23:21:11.284083,33299.78685233701
2022-07-31 23:21:11.284083,27378.16041535239
2022-08-07 23:21:11.284083,38642.079497168816
2022-08-14 23:21:11.284083,36354.729528885015
2022-08-21 23:21:11.284083,36180.689513643265
2022-08-28 23:21:11.284083,27275.300691946082
2022-09-04 23:21:11.284083,38402.215506897584
2022-09-11 23:21:11.284083,23917.50999523745
