date,price,z_score,cash_available,investment_amount,crypto_bought,crypto_holdings,portfolio_value
2020-05-03 23:21:11.284083,7483.5707650561635,,100.0,0.0,0.0,0.0,100.0
2020-05-10 23:21:11.284083,5209.563449967303,,200.0,0.0,0.0,0.0,200.0
2020-05-17 23:21:11.284083,10036.36288410775,,300.0,0.0,0.0,0.0,300.0
2020-05-24 23:21:11.284083,15302.42565901928,,400.0,0.0,0.0,0.0,400.0
2020-05-31 23:21:11.284083,7394.397951416085,,500.0,0.0,0.0,0.0,500.0
2020-06-07 23:21:11.284083,8257.172786080548,,600.0,0.0,0.0,0.0,600.0
2020-06-14 23:21:11.284083,18167.771176022517,,700.0,0.0,0.0,0.0,700.0
2020-06-21 23:21:11.284083,14930.339300117106,,800.0,0.0,0.0,0.0,800.0
2020-06-28 23:21:11.284083,9541.432100291328,,900.0,0.0,0.0,0.0,900.0
2020-07-05 23:21:11.284083,15368.129935352326,,1000.0,0.0,0.0,0.0,1000.0
2020-07-12 23:21:11.284083,11072.515876937352,,1100.0,0.0,0.0,0.0,1100.0
2020-07-19 23:21:11.284083,11760.011504902704,,1200.0,0.0,0.0,0.0,1200.0
2020-07-26 23:21:11.284083,15959.527701952611,,1300.0,0.0,0.0,0.0,1300.0
2020-08-02 23:21:11.284083,5803.791347057987,-1.4911930193157188,1120.0,280.0,0.04824432569271041,0.04824432569271041,1400.0
2020-08-09 23:21:11.284083,7323.134647200382,-1.0231898171362397,976.0,244.0,0.0333190650937001,0.0815633907864105,1573.2996930111071
2020-08-16 23:21:11.284083,13668.734639447945,0.5403772230993721,1076.0,0.0,0.0,0.0815633907864105,2190.8683449530386
2020-08-23 23:21:11.284083,11901.483302643685,0.0034218903955300422,1176.0,0.0,0.0,0.0815633907864105,2146.7253335514665
2020-08-30 23:21:11.284083,18973.70997249925,1.9906171634342065,1276.0,0.0,0.0,0.0815633907864105,2823.5601211549706
2020-09-06 23:21:11.284083,13249.162242428352,0.18522580362378474,1376.0,0.0,0.0,0.0815633907864105,2456.6465975717383
2020-09-13 23:21:11.284083,11063.420297299348,-0.48950634880958843,1402.2,73.8,0.006670631506064634,0.08823402229247514,2378.3700731429326
2020-09-20 23:21:11.284083,25736.828495618483,3.8746401621406714,1502.2,0.0,0.0,0.08823402229247514,3773.063899220011
2020-09-27 23:21:11.284083,17510.756808262784,0.8736440898238771,1602.2,0.0,0.0,0.08823402229247514,3147.2445065783695
2020-10-04 23:21:11.284083,19155.437396427034,1.0811632667599298,1702.2,0.0,0.0,0.08823402229247514,3392.3612902584546
2020-10-11 23:21:11.284083,11819.294543530574,-0.44143655408396343,1712.0900000000001,90.11000000000001,0.007623974482412975,0.09585799677488811,2845.0638982352066
2020-10-18 23:21:11.284083,16293.698800059085,0.41943518542317604,1812.0900000000001,0.0,0.0,0.09585799677488811,3373.971327027062
2020-10-25 23:21:11.284083,19590.675783781404,0.999720435794406,1912.0900000000001,0.0,0.0,0.09585799677488811,3790.0129360995966
2020-11-01 23:21:11.284083,13250.230418197432,-0.28985336215978114,1911.4855000000002,100.60450000000002,0.007592660416065904,0.10345065719095402,3282.230544694094
2020-11-08 23:21:11.284083,20802.592195958827,1.1796371592530577,2011.4855000000002,0.0,0.0,0.10345065719095402,4163.5273339473515
2020-11-15 23:21:11.284083,15790.929996766525,-0.14168246550487548,2005.9112250000003,105.57427500000001,0.006685754101982482,0.1101364112929365,3745.0675858218465
2020-11-22 23:21:11.284083,17158.401596959542,0.14750193799260178,2105.9112250000003,0.0,0.0,0.1101364112929365,3995.676000412115
2020-11-29 23:21:11.284083,15385.668042511024,-0.40124517043886276,2095.6156637500003,110.29556125000002,0.007168720977551988,0.11730513227048849,3900.4334885465837
2020-12-06 23:21:11.284083,27389.60539088008,2.759768408029099,2195.6156637500003,0.0,0.0,0.11730513227048849,5408.556946963672
2020-12-13 23:21:11.284083,17753.752401625323,-0.0024504780093553913,2180.8348805625,114.78078318750002,0.006465156243645262,0.12377028851413374,4378.221937520161
2020-12-20 23:21:11.284083,12187.263726100133,-1.4326059958760395,1824.6679044500002,456.16697611250004,0.037429810855374945,0.1612000993695087,3789.25602813975
2020-12-27 23:21:11.284083,21207.42719817412,1.0058259783454204,1924.6679044500002,0.0,0.0,0.1612000993695087,5343.307276167289
2021-01-03 23:21:11.284083,10576.610692601922,-1.6993708824101117,1417.267533115,607.400371335,0.05742864032613601,0.2186287396956447,3729.6185990900385
2021-01-10 23:21:11.284083,17281.626308570838,0.09436502549218204,1517.267533115,0.0,0.0,0.2186287396956447,5295.527712848939
2021-01-17 23:21:11.284083,5969.058200348134,-2.6925177819009605,808.6337665575,808.6337665575,0.1354709134031124,0.35409965309875713,2922.275204627066
2021-01-24 23:21:11.284083,8633.607824013907,-1.5173912102641902,636.0436365902501,272.59012996725,0.03157314248268905,0.3856727955814462,3965.79130203154
2021-01-31 23:21:11.284083,15746.531543933035,0.01848502548224242,736.0436365902501,0.0,0.0,0.3856727955814462,6809.0524778503295
2021-02-07 23:21:11.284083,17926.435824846812,0.3839469219247974,836.0436365902501,0.0,0.0,0.3856727955814462,7749.782255970309
2021-02-14 23:21:11.284083,14550.728074141867,-0.20129818305420782,889.2414547607376,46.802181829512506,0.0032164838481645998,0.38888927942961077,6547.863610689977
2021-02-21 23:21:11.284083,12567.115130111184,-0.5573764046340124,890.3173092846639,98.92414547607376,0.0078716670016851,0.3967609464312959,5876.457802218635
2021-02-28 23:21:11.284083,11086.818032372052,-0.7654715566353772,891.2855783561974,99.0317309284664,0.008932385346210858,0.40569333177750677,5389.133724720156
2021-03-07 23:21:11.284083,4646.064356063217,-1.8735595232904012,693.8999048493382,297.38567350685923,0.064008083124971,0.46970141490247774,2876.1629066202004
2021-03-14 23:21:11.284083,7889.000027597999,-1.0985368363150245,635.1199238794705,158.77998096986767,0.020126756295399856,0.4898281711978776,4499.374379977804
2021-03-21 23:21:11.284083,8641.617085991513,-0.7821381948018473,661.6079314915235,73.51199238794706,0.008506740307565076,0.4983349115054427,4968.027417303025
2021-03-28 23:21:11.284083,15697.851909563107,0.7563804440899208,761.6079314915235,0.0,0.0,0.4983349115054427,8584.395573669199
2021-04-04 23:21:11.284083,11612.341496998728,-0.004633937677711653,818.5275349169473,43.08039657457618,0.0037098802671029383,0.5020447917725456,6648.443103769363
2021-04-11 23:21:11.284083,579.300254259917,-2.6615440143774305,459.26376745847364,459.26376745847364,0.7927905504636874,1.294835342236233,1209.3622104406502
2021-04-18 23:21:11.284083,10536.97927177246,0.023010260434156344,559.2637674584737,0.0,0.0,1.294835342236233,14202.91692896006
2021-04-25 23:21:11.284083,6538.464073191043,-0.9177853707025484,593.3373907126263,65.92637674584738,0.01008285371118856,1.3049181959474216,9125.498133368112
2021-05-02 23:21:11.284083,4655.15570353511,-1.2612965487722325,554.669912570101,138.66747814252525,0.029787935565124414,1.3347061315125461,6767.934773224012
2021-05-09 23:21:11.284083,10705.77679981061,0.19939588636639535,654.669912570101,0.0,0.0,1.3347061315125461,14943.735849882087
2021-05-16 23:21:11.284083,12444.75924183651,0.7859516768154612,754.669912570101,0.0,0.0,1.3347061315125461,17364.766377846714
2021-05-23 23:21:11.284083,11626.07841720722,0.6544013502434101,854.669912570101,0.0,0.0,1.3347061315125461,16372.068061462256
2021-05-30 23:21:11.284083,2493.6708099471307,-1.6679233496892705,668.2689387990707,286.4009737710303,0.1148511554246017,1.4495572869371478,4282.987632580393
2021-06-06 23:21:11.284083,4906.343413391947,-0.8132771536684875,691.4420449191637,76.82689387990708,0.01565868660359297,1.4652159735407408,7880.294785897448
2021-06-13 23:21:11.284083,7916.112068552735,-0.09990340988972739,751.8699426732055,39.572102245958185,0.004998931533973718,1.4702149050747146,12390.255896101267
2021-06-20 23:21:11.284083,10991.592525577722,0.6368665817354519,851.8699426732055,0.0,0.0,1.4702149050747146,17011.873104285398
2021-06-27 23:21:11.284083,3620.442494137809,-1.1569283353824682,761.4959541385645,190.37398853464111,0.05258307205345566,1.5227979771281703,6274.698460520487
2021-07-04 23:21:11.284083,5040.276751594582,-0.6593297669901506,775.346358724708,86.14959541385645,0.017092235140977425,1.5398902122691478,8536.81919563294
2021-07-11 23:21:11.284083,440.1385010533813,-1.7804478659106797,612.7424511072957,262.6039076174124,0.5966392555727885,2.136529467841936,1553.1113285396239
