date,price,z_score,cash_available,investment_amount,crypto_bought,crypto_holdings,portfolio_value
2020-05-03 23:21:11.284083,7483.5707650561635,,100.0,0.0,0.0,0.0,100.0
2020-05-10 23:21:11.284083,5209.563449967303,,200.0,0.0,0.0,0.0,200.0
2020-05-17 23:21:11.284083,10036.36288410775,,300.0,0.0,0.0,0.0,300.0
2020-05-24 23:21:11.284083,15302.42565901928,,400.0,0.0,0.0,0.0,400.0
2020-05-31 23:21:11.284083,7394.397951416085,,500.0,0.0,0.0,0.0,500.0
2020-06-07 23:21:11.284083,8257.172786080548,,600.0,0.0,0.0,0.0,600.0
2020-06-14 23:21:11.284083,18167.771176022517,,700.0,0.0,0.0,0.0,700.0
2020-06-21 23:21:11.284083,14930.339300117106,,800.0,0.0,0.0,0.0,800.0
2020-06-28 23:21:11.284083,9541.432100291328,,900.0,0.0,0.0,0.0,900.0
2020-07-05 23:21:11.284083,15368.129935352326,,1000.0,0.0,0.0,0.0,1000.0
2020-07-12 23:21:11.284083,11072.515876937352,,1100.0,0.0,0.0,0.0,1100.0
2020-07-19 23:21:11.284083,11760.011504902704,,1200.0,0.0,0.0,0.0,1200.0
2020-07-26 23:21:11.284083,15959.527701952611,,1300.0,0.0,0.0,0.0,1300.0
2020-08-02 23:21:11.284083,5803.791347057987,-1.4911930193157188,840.0,560.0,0.09648865138542081,0.09648865138542081,1400.0
2020-08-09 23:21:11.284083,7323.134647200382,-1.0231898171362397,564.0,376.0,0.051344133095209986,0.1478327844806308,1646.5993860222143
2020-08-16 23:21:11.284083,13668.734639447945,0.5403772230993721,664.0,0.0,0.0,0.1478327844806308,2684.687102076441
2020-08-23 23:21:11.284083,11901.483302643685,0.0034218903955300422,764.0,0.0,0.0,0.1478327844806308,2523.42941607955
2020-08-30 23:21:11.284083,18973.70997249925,1.9906171634342065,864.0,0.0,0.0,0.1478327844806308,3668.936377162477
2020-09-06 23:21:11.284083,13249.162242428352,0.18522580362378474,964.0,0.0,0.0,0.1478327844806308,2922.660546333822
2020-09-13 23:21:11.284083,11063.420297299348,-0.48950634880958843,957.6,106.4,0.009617279027713784,0.1574500635083446,2699.536228429291
2020-09-20 23:21:11.284083,25736.828495618483,3.8746401621406714,1057.6,0.0,0.0,0.1574500635083446,5109.865281138503
2020-09-27 23:21:11.284083,17510.756808262784,0.8736440898238771,1157.6,0.0,0.0,0.1574500635083446,3914.669771540153
2020-10-04 23:21:11.284083,19155.437396427034,1.0811632667599298,1257.6,0.0,0.0,0.1574500635083446,4273.6248345975555
2020-10-11 23:21:11.284083,11819.294543530574,-0.44143655408396343,1221.84,135.76,0.01148630313763606,0.16893636664598066,3218.54867650272
2020-10-18 23:21:11.284083,16293.698800059085,0.41943518542317604,1321.84,0.0,0.0,0.16893636664598066,4074.4382745059565
2020-10-25 23:21:11.284083,19590.675783781404,0.999720435794406,1421.84,0.0,0.0,0.16893636664598066,4731.41758705143
2020-11-01 23:21:11.284083,13250.230418197432,-0.28985336215978114,1369.656,152.184,0.011485385174207649,0.18042175182018833,3760.2857840723273
2020-11-08 23:21:11.284083,20802.592195958827,1.1796371592530577,1469.656,0.0,0.0,0.18042175182018833,5222.89612639587
2020-11-15 23:21:11.284083,15790.929996766525,-0.14168246550487548,1412.6904,156.9656,0.009940237847431501,0.19036198966761983,4418.683252886577
2020-11-22 23:21:11.284083,17158.401596959542,0.14750193799260178,1512.6904,0.0,0.0,0.19036198966761983,4778.997867513284
2020-11-29 23:21:11.284083,15385.668042511024,-0.40124517043886276,1451.4213599999998,161.26904000000002,0.010481770408305262,0.20084376007592508,4541.536780937911
2020-12-06 23:21:11.284083,27389.60539088008,2.759768408029099,1551.4213599999998,0.0,0.0,0.20084376007592508,7052.452693700183
2020-12-13 23:21:11.284083,17753.752401625323,-0.0024504780093553913,1486.2792239999999,165.142136,0.009301815878928307,0.2101455759548534,5217.151747799415
2020-12-20 23:21:11.284083,12187.263726100133,-1.4326059958760395,951.7675343999999,634.5116896,0.05206350694136006,0.2622090828962135,4147.378779035005
2020-12-27 23:21:11.284083,21207.42719817412,1.0058259783454204,1051.7675344,0.0,0.0,0.2622090828962135,6612.547570621449
2021-01-03 23:21:11.284083,10576.610692601922,-1.6993708824101117,460.70701376,691.0605206399999,0.06533856078520311,0.3275476436814166,3925.050924257435
2021-01-10 23:21:11.284083,17281.626308570838,0.09436502549218204,560.70701376,0.0,0.0,0.3275476436814166,6221.262990115156
2021-01-17 23:21:11.284083,5969.058200348134,-2.6925177819009605,132.14140275199998,528.565611008,0.08855092265261753,0.41609856633403414,2615.8579622812686
2021-01-24 23:21:11.284083,8633.607824013907,-1.5173912102641902,92.85656110080001,139.28484165119997,0.016132866408847854,0.432231432742882,3824.5732406144866
2021-01-31 23:21:11.284083,15746.531543933035,0.01848502548224242,192.8565611008,0.0,0.0,0.432231432742882,6999.002451065961
2021-02-07 23:21:11.284083,17926.435824846812,0.3839469219247974,292.85656110080004,0.0,0.0,0.432231432742882,8041.225601647665
2021-02-14 23:21:11.284083,14550.728074141867,-0.20129818305420782,353.57090499072,39.285656110080005,0.002699909991438479,0.4349313427343205,6682.138604039215
2021-02-21 23:21:11.284083,12567.115130111184,-0.5573764046340124,362.856723992576,90.714180998144,0.007218377492284614,0.4421497202266051,5919.403162826772
2021-02-28 23:21:11.284083,11086.818032372052,-0.7654715566353772,370.2853791940608,92.57134479851521,0.00834967657340628,0.4504993968000114,5364.890215209159
2021-03-07 23:21:11.284083,4646.064356063217,-1.8735595232904012,188.1141516776243,282.1712275164365,0.06073338763553647,0.5112327844355479,2563.3345690945735
2021-03-14 23:21:11.284083,7889.000027597999,-1.0985368363150245,172.86849100657457,115.24566067104973,0.014608399070590335,0.5258411835061382,4321.229602198663
2021-03-21 23:21:11.284083,8641.617085991513,-0.7821381948018473,218.29479280525965,54.57369820131492,0.0063152182812845955,0.5321564017874227,4816.986646911217
2021-03-28 23:21:11.284083,15697.851909563107,0.7563804440899208,318.29479280525965,0.0,0.0,0.5321564017874227,8672.007180790186
2021-04-04 23:21:11.284083,11612.341496998728,-0.004633937677711653,376.4653135247337,41.829479280525966,0.0036021571783207565,0.5357585589657435,6597.8766601748775
2021-04-11 23:21:11.284083,579.300254259917,-2.6615440143774305,95.29306270494669,381.172250819787,0.6579873701363247,1.1937459291020682,786.8303829555157
2021-04-18 23:21:11.284083,10536.97927177246,0.023010260434156344,195.2930627049467,0.0,0.0,1.1937459291020682,12773.769173416194
2021-04-25 23:21:11.284083,6538.464073191043,-0.9177853707025484,236.23445016395735,59.058612540989344,0.009032490181163644,1.2027784192832318,8100.557932656881
2021-05-02 23:21:11.284083,4655.15570353511,-1.2612965487722325,201.7406700983744,134.49378006558297,0.02889136016727622,1.231669779450508,5935.355268779238
2021-05-09 23:21:11.284083,10705.77679981061,0.19939588636639535,301.7406700983744,0.0,0.0,1.231669779450508,13487.722419967473
2021-05-16 23:21:11.284083,12444.75924183651,0.7859516768154612,401.7406700983744,0.0,0.0,1.231669779450508,15729.57454080582
2021-05-23 23:21:11.284083,11626.07841720722,0.6544013502434101,501.7406700983744,0.0,0.0,1.231669779450508,14821.230110094302
2021-05-30 23:21:11.284083,2493.6708099471307,-1.6679233496892705,240.69626803934977,361.0444020590246,0.14478430778386472,1.3764540872343727,3673.1196466081265
2021-06-06 23:21:11.284083,4906.343413391947,-0.8132771536684875,272.55701443147984,68.13925360786996,0.013887991089633619,1.3903420783240064,7094.052712778139
2021-06-13 23:21:11.284083,7916.112068552735,-0.09990340988972739,335.30131298833186,37.255701443147984,0.004706313038587296,1.3950483913625937,11378.660720068838
2021-06-20 23:21:11.284083,10991.592525577722,0.6368665817354519,435.30131298833186,0.0,0.0,1.3950483913625937,15769.104784308642
2021-06-27 23:21:11.284083,3620.442494137809,-1.1569283353824682,321.18078779299907,214.12052519533273,0.059142087063124175,1.4541904784257178,5585.9937904560575
2021-07-04 23:21:11.284083,5040.276751594582,-0.6593297669901506,336.94463023439926,84.23615755859981,0.01671260561871929,1.470903084044437,7750.703248592346
2021-07-11 23:21:11.284083,440.1385010533813,-1.7804478659106797,174.7778520937597,262.16677814063956,0.5956460921123626,2.0665491761567996,1084.3457088405135
